cv_id,job_id,cv_level,cv_category,job_title,job_category,pool_methods,method_ranks,relevance_median_4model,relevance_mean_4model,relevance_median_no_cohere,relevance_mean_no_cohere,is_relevant_median_4model_ge5,is_relevant_median_no_cohere_ge5,range_relevance_4model,range_relevance_no_cohere,range_experience_4model,range_experience_no_cohere
gd_L3,f8efd4f2428268672be73753c4270382,L3,Giáo dục,Nhân Viên Tư Vấn Khóa Học- Tiếng Trung Giao Tiếp,Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 8, ""E2"": 4, ""E3"": 5, ""E2t"": 10, ""E3t"": 9}",6.0,6.0,6.0,5.6667,True,True,2.0,1.0,2.0,1.0
gd_L3,3027b3cd07aed405be513b4109f4f06f,L3,Giáo dục,"Giảng Viên Đào Tạo Cấp Cao - Thu Nhập, Chế Độ Đãi Ngộ Hấp Dẫn",Giáo dục,E2|E3|E3t,"{""E2"": 10, ""E3"": 6, ""E3t"": 5}",7.0,7.25,7.0,7.3333,True,True,1.0,1.0,1.0,0.0
gd_L3,743804969f5194d5a888ab3c47957513,L3,Giáo dục,HEAD OF IELTS ACADEMIC (Trưởng Nhóm Học Thuật IELTS),Giáo dục,E2|E2t,"{""E2"": 6, ""E2t"": 9}",7.0,6.25,7.0,6.0,True,True,3.0,3.0,1.0,0.0
gd_L3,e33a2066fa7d73c51916c7e601d28133,L3,Giáo dục,"Nhân Viên Tư Vấn Tuyển Sinh (Telesales) DATA SẴN VÀ NÓNG 100% (Thu Nhập 20-30 Triệu, Yêu Cầu 6 Tháng Kinh Nghiệm, Làm Việc Từ T2- T6 Tại Vp Và 2t7 Online)",Giáo dục,E1,"{""E1"": 6}",5.0,5.5,5.0,5.0,True,True,2.0,0.0,7.0,3.0
gd_L3,6b9b3b313c3dbf64c2ac7be65ff8905c,L3,Giáo dục,Learning & Development Specialist,Giáo dục,E3,"{""E3"": 7}",7.0,7.0,7.0,7.0,True,True,2.0,2.0,1.0,1.0
gd_L3,a9ff50156c5c68869371e1ede3adf900,L3,Giáo dục,Chuyên Viên Vật Lý (Lương 30 Triệu ++),Giáo dục,E1,"{""E1"": 7}",3.0,3.0,3.0,3.0,False,False,2.0,2.0,3.0,2.0
gd_L3,befbe5886c64c532ebcb20cdc3bb472b,L3,Giáo dục,Hiệu Trưởng/Hiệu Phó Trường Mầm Non,Giáo dục,E1,"{""E1"": 9}",6.0,6.0,6.0,5.6667,True,True,2.0,1.0,2.0,1.0
gd_L3,d8513f4d81b4553be6d704e58e7e0bbc,L3,Giáo dục,Chuyên Viên Phát Triển Chương Trình Đào Tạo,Giáo dục,E1,"{""E1"": 10}",7.5,7.5,7.0,7.3333,True,True,1.0,1.0,1.0,0.0
gd_L3,dce521390d3e06af94978332ba4636a1,L3,Giáo dục,Sales Executive (Nữ) Tư Vấn Khoá Đào Tạo Kỹ Năng Quản Lý CNTT,Giáo dục,E3t,"{""E3t"": 10}",5.5,5.5,5.0,5.0,True,True,3.0,2.0,7.0,6.0
gd_L3b,403c0fcc6385a30b7c71339d1791cc24,L3b,Giáo dục,Nhân Viên Hướng Nghiệp Và Đại Học,Giáo dục,E2|E3|E3t,"{""E2"": 5, ""E3"": 1, ""E3t"": 5}",6.0,6.0,5.0,5.6667,True,True,2.0,2.0,1.0,1.0
gd_L3b,50cdbdf44c6a4679afe42424cfa1aab7,L3b,Giáo dục,Trưởng Nhóm Học Liệu/Thiết Kế Bài Giảng Tiếng Anh Gia Sư Online ( Tiểu Học/THCS),Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 9, ""E2"": 1, ""E3"": 2, ""E2t"": 3, ""E3t"": 8}",6.0,6.0,7.0,6.3333,True,True,4.0,4.0,5.0,5.0
gd_L3b,a9ff50156c5c68869371e1ede3adf900,L3b,Giáo dục,Chuyên Viên Vật Lý (Lương 30 Triệu ++),Giáo dục,E1|E2t|E3t,"{""E1"": 1, ""E2t"": 1, ""E3t"": 1}",2.5,3.25,2.0,3.3333,False,False,4.0,4.0,2.0,1.0
gd_L3b,9e1f7a76f127a5d54c8a28da3f8aadcf,L3b,Giáo dục,Quản Lý Trung Tâm Anh Ngữ/Center Leader/Center Manager/Giám Đốc Trung Tâm (Có Kinh Nghiệm Ngành Giáo Dục),Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 4, ""E2"": 2, ""E3"": 4, ""E2t"": 5, ""E3t"": 6}",8.0,7.75,8.0,8.0,True,True,1.0,0.0,1.0,1.0
gd_L3b,dce521390d3e06af94978332ba4636a1,L3b,Giáo dục,Sales Executive (Nữ) Tư Vấn Khoá Đào Tạo Kỹ Năng Quản Lý CNTT,Giáo dục,E2|E3|E2t|E3t,"{""E2"": 8, ""E3"": 10, ""E2t"": 2, ""E3t"": 4}",6.5,6.25,6.0,6.0,True,True,2.0,2.0,6.0,5.0
gd_L3b,f224329725039dacca80697c36a5b0fe,L3b,Giáo dục,AI Machine Learning Lead,Giáo dục,E3|E3t,"{""E3"": 6, ""E3t"": 2}",1.5,1.75,2.0,2.0,False,False,2.0,2.0,5.0,4.0
gd_L3b,f8efd4f2428268672be73753c4270382,L3b,Giáo dục,Nhân Viên Tư Vấn Khóa Học- Tiếng Trung Giao Tiếp,Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 2, ""E2"": 3, ""E3"": 3, ""E2t"": 4, ""E3t"": 3}",5.5,5.5,6.0,5.6667,True,True,1.0,1.0,1.0,1.0
gd_L3b,c4fc56eb99063dd42772f6d50f803e5e,L3b,Giáo dục,Nhân Viên Kinh Doanh Không Yêu Cầu Kinh Nghiệm Thu Nhập Từ 30 - 50 Triệu,Giáo dục,E1|E2t|E3t,"{""E1"": 3, ""E2t"": 7, ""E3t"": 7}",7.0,7.25,7.0,7.3333,True,True,1.0,1.0,5.0,5.0
gd_L3b,743804969f5194d5a888ab3c47957513,L3b,Giáo dục,HEAD OF IELTS ACADEMIC (Trưởng Nhóm Học Thuật IELTS),Giáo dục,E2|E2t,"{""E2"": 4, ""E2t"": 8}",6.0,6.0,6.0,6.3333,True,True,2.0,1.0,4.0,4.0
gd_L3b,befbe5886c64c532ebcb20cdc3bb472b,L3b,Giáo dục,Hiệu Trưởng/Hiệu Phó Trường Mầm Non,Giáo dục,E1|E2t,"{""E1"": 5, ""E2t"": 10}",5.0,5.25,4.0,4.6667,True,False,3.0,2.0,2.0,2.0
gd_L3b,d8513f4d81b4553be6d704e58e7e0bbc,L3b,Giáo dục,Chuyên Viên Phát Triển Chương Trình Đào Tạo,Giáo dục,E1|E2|E3|E3t,"{""E1"": 6, ""E2"": 9, ""E3"": 5, ""E3t"": 9}",7.5,7.5,7.0,7.3333,True,True,1.0,1.0,3.0,2.0
gd_L3b,269107b44c629dff072b60722f589270,L3b,Giáo dục,Chuyên Viên Tuyển Dụng Và Đào Tạo - Talent Acquisition,Giáo dục,E2,"{""E2"": 6}",7.0,6.75,7.0,6.6667,True,True,3.0,3.0,2.0,2.0
gd_L3b,94a6b71a0ae7e1e55b653c217511b8f8,L3b,Giáo dục,"Trưởng Nhóm Tư Vấn Định Cư, Đầu Tư (Ưu Tiên Châu Âu)",Giáo dục,E2|E3|E2t,"{""E2"": 7, ""E3"": 7, ""E2t"": 6}",5.5,5.25,6.0,5.3333,True,True,4.0,4.0,2.0,2.0
gd_L3b,a02f0157b7dbf83d1fbb1b30b374ec33,L3b,Giáo dục,Nhân Viên Tư Vấn Tuyển Sinh Du Học Hàn Quốc |Thu Nhập 30 - 50 Triệu,Giáo dục,E1,"{""E1"": 7}",6.0,5.75,5.0,5.3333,True,True,3.0,3.0,4.0,4.0
gd_L3b,3027b3cd07aed405be513b4109f4f06f,L3b,Giáo dục,"Giảng Viên Đào Tạo Cấp Cao - Thu Nhập, Chế Độ Đãi Ngộ Hấp Dẫn",Giáo dục,E2|E3,"{""E2"": 10, ""E3"": 8}",7.0,7.25,7.0,7.3333,True,True,1.0,1.0,2.0,1.0
gd_L3b,cad8e37dd8ba374b2d8d7c8307151b22,L3b,Giáo dục,Nhân Viên Kế Toán Tại Hà Nội [Lương Upto 25 Triệu... Có Đào Tạo] Đi Làm Ngay,Giáo dục,E1,"{""E1"": 8}",4.0,3.75,4.0,3.6667,False,False,3.0,3.0,1.0,1.0
gd_L3b,6b9b3b313c3dbf64c2ac7be65ff8905c,L3b,Giáo dục,Learning & Development Specialist,Giáo dục,E3,"{""E3"": 9}",8.0,8.0,8.0,8.0,True,True,0.0,0.0,1.0,0.0
gd_L3b,754c1669b1ced6e23061ec40847a8ef1,L3b,Giáo dục,"Giáo Viên IELTS/ IELTS Instructor/ Giáo Viên Tiếng Anh (Mức Lương 20 - 50 Triệu , Được Lựa Chọn Cơ Sở Làm Việc)",Giáo dục,E2t,"{""E2t"": 9}",6.0,6.0,6.0,5.6667,True,True,2.0,1.0,5.0,1.0
gd_L3b,d5d9c8d3a4ebffb6a88aa1f72208ddd9,L3b,Giáo dục,Chuyên Viên Đào Tạo L&D,Giáo dục,E1,"{""E1"": 10}",8.0,8.25,8.0,8.3333,True,True,1.0,1.0,1.0,1.0
gd_L3b,de752eac062317ff758a5137be7ac742,L3b,Giáo dục,Tư Vấn Tuyển Sinh Online / Telesales / Sale Giáo Dục ( Quận 2),Giáo dục,E3t,"{""E3t"": 10}",6.0,6.25,6.0,6.0,True,True,1.0,0.0,5.0,1.0
gd_L4,2d8278d809f4f7357c190d7d0ab46756,L4,Giáo dục,Telesale Tư Vấn Tuyển Sinh Khóa Học - Upto 20M (Lương Cứng 8-12M) - Khu Vực Đống Đa,Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 3, ""E2"": 1, ""E3"": 1, ""E2t"": 4, ""E3t"": 5}",5.5,5.5,5.0,5.0,True,True,3.0,2.0,6.0,2.0
gd_L4,97ca5bca1870fae989b24213f6d96411,L4,Giáo dục,"Cố Vấn Học Tập/ Nhân Viên Tư Vấn Tuyển Sinh/ Nhân Viên Kinh Doanh Khóa Học (Không Yêu Cầu Kinh Nghiệm) Tại Hà Nội (Thu Nhập Từ 20 Triệu, Đóng Bảo Hiểm Full Lương)",Giáo dục,E1|E2t|E3t,"{""E1"": 1, ""E2t"": 1, ""E3t"": 1}",6.5,6.25,6.0,6.0,True,True,2.0,2.0,6.0,6.0
gd_L4,403c0fcc6385a30b7c71339d1791cc24,L4,Giáo dục,Nhân Viên Hướng Nghiệp Và Đại Học,Giáo dục,E2|E3|E2t|E3t,"{""E2"": 5, ""E3"": 5, ""E2t"": 5, ""E3t"": 2}",7.0,7.0,6.0,6.6667,True,True,2.0,2.0,3.0,2.0
gd_L4,754c1669b1ced6e23061ec40847a8ef1,L4,Giáo dục,"Giáo Viên IELTS/ IELTS Instructor/ Giáo Viên Tiếng Anh (Mức Lương 20 - 50 Triệu , Được Lựa Chọn Cơ Sở Làm Việc)",Giáo dục,E2t,"{""E2t"": 2}",6.0,5.75,6.0,5.3333,True,True,3.0,2.0,6.0,2.0
gd_L4,b55df244d55b2a7b6e1f01de7f251dfa,L4,Giáo dục,Senior Sales Closer (Vietnamese & English-Speaking) — Fast Track To Team Lead,Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 2, ""E2"": 8, ""E3"": 10, ""E2t"": 3, ""E3t"": 3}",6.0,5.75,6.0,6.0,True,True,1.0,0.0,1.0,1.0
gd_L4,f8efd4f2428268672be73753c4270382,L4,Giáo dục,Nhân Viên Tư Vấn Khóa Học- Tiếng Trung Giao Tiếp,Giáo dục,E2|E3|E2t|E3t,"{""E2"": 2, ""E3"": 2, ""E2t"": 7, ""E3t"": 6}",5.5,5.75,6.0,6.0,True,True,2.0,2.0,3.0,3.0
gd_L4,dce521390d3e06af94978332ba4636a1,L4,Giáo dục,Sales Executive (Nữ) Tư Vấn Khoá Đào Tạo Kỹ Năng Quản Lý CNTT,Giáo dục,E2|E3|E2t|E3t,"{""E2"": 3, ""E3"": 3, ""E2t"": 8, ""E3t"": 7}",6.0,5.75,5.0,5.3333,True,True,3.0,3.0,7.0,2.0
gd_L4,50cdbdf44c6a4679afe42424cfa1aab7,L4,Giáo dục,Trưởng Nhóm Học Liệu/Thiết Kế Bài Giảng Tiếng Anh Gia Sư Online ( Tiểu Học/THCS),Giáo dục,E2|E3|E2t|E3t,"{""E2"": 10, ""E3"": 8, ""E2t"": 6, ""E3t"": 4}",7.5,7.0,7.0,6.6667,True,True,3.0,3.0,3.0,3.0
gd_L4,9e1f7a76f127a5d54c8a28da3f8aadcf,L4,Giáo dục,Quản Lý Trung Tâm Anh Ngữ/Center Leader/Center Manager/Giám Đốc Trung Tâm (Có Kinh Nghiệm Ngành Giáo Dục),Giáo dục,E1|E2|E3|E2t,"{""E1"": 10, ""E2"": 4, ""E3"": 4, ""E2t"": 9}",8.0,8.0,8.0,8.0,True,True,0.0,0.0,3.0,1.0
gd_L4,a9bc3e1697e72806404571a154578fce,L4,Giáo dục,Chuyên Viên Tư Vấn Giáo Dục – Thu Nhập Up To 30tr | Không Cần Kinh Nghiệm | Data Có Sẵn,Giáo dục,E1|E2t|E3t,"{""E1"": 4, ""E2t"": 10, ""E3t"": 9}",7.5,7.0,7.0,6.6667,True,True,3.0,3.0,7.0,7.0
gd_L4,03ae70d8a34c02c68faf5f81b8b446e7,L4,Giáo dục,Sales Manager (Giám Đốc Kinh Doanh),Giáo dục,E1|E3t,"{""E1"": 5, ""E3t"": 10}",8.0,7.5,8.0,7.3333,True,True,2.0,2.0,2.0,2.0
gd_L4,370d7a3065590352c712f630620ff77f,L4,Giáo dục,Giám Đốc Kinh Doanh,Giáo dục,E3,"{""E3"": 6}",8.0,7.75,8.0,7.6667,True,True,3.0,3.0,2.0,2.0
gd_L4,de752eac062317ff758a5137be7ac742,L4,Giáo dục,Tư Vấn Tuyển Sinh Online / Telesales / Sale Giáo Dục ( Quận 2),Giáo dục,E1|E2|E3,"{""E1"": 8, ""E2"": 6, ""E3"": 7}",6.5,6.5,6.0,6.0,True,True,3.0,2.0,6.0,2.0
gd_L4,f9bfa98a2b7222962e1c23ae342fa11f,L4,Giáo dục,"Nhân Viên Kinh Doanh /Tư Vấn /Sales - Thu Nhập Lên Đến 35 Triệu+/Tháng, Data Có Sẵn – Cơ Hội Thăng Tiến Cao",Giáo dục,E1|E2,"{""E1"": 6, ""E2"": 7}",7.5,7.25,7.0,7.0,True,True,2.0,2.0,4.0,1.0
gd_L4,afb6c780dd7c949b93ea778b2f6a3d7e,L4,Giáo dục,Nhân Viên Tư Vấn Tuyển Sinh - Tại Trung Tâm TP.HCM/ Hà Nội (Thu Nhập 08 - 15 Triệu/Tháng),Giáo dục,E1,"{""E1"": 7}",7.0,7.0,7.0,6.6667,True,True,2.0,1.0,6.0,6.0
gd_L4,3027b3cd07aed405be513b4109f4f06f,L4,Giáo dục,"Giảng Viên Đào Tạo Cấp Cao - Thu Nhập, Chế Độ Đãi Ngộ Hấp Dẫn",Giáo dục,E3|E3t,"{""E3"": 9, ""E3t"": 8}",7.0,6.75,7.0,6.6667,True,True,1.0,1.0,2.0,2.0
gd_L4,743804969f5194d5a888ab3c47957513,L4,Giáo dục,HEAD OF IELTS ACADEMIC (Trưởng Nhóm Học Thuật IELTS),Giáo dục,E2,"{""E2"": 9}",6.0,6.0,5.0,5.6667,True,True,4.0,4.0,4.0,4.0
gd_L4,e0c0a70e31a982575dcfea2beecab601,L4,Giáo dục,Chuyên Viên Tư Vấn Tuyển Sinh - Part Time - Đi Làm Ngay,Giáo dục,E1,"{""E1"": 9}",6.5,6.25,6.0,5.6667,True,True,4.0,3.0,7.0,7.0
gd_L4b,94a6b71a0ae7e1e55b653c217511b8f8,L4b,Giáo dục,"Trưởng Nhóm Tư Vấn Định Cư, Đầu Tư (Ưu Tiên Châu Âu)",Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 7, ""E2"": 1, ""E3"": 1, ""E2t"": 4, ""E3t"": 6}",6.0,5.75,6.0,5.6667,True,True,3.0,3.0,1.0,0.0
gd_L4b,a9ff50156c5c68869371e1ede3adf900,L4b,Giáo dục,Chuyên Viên Vật Lý (Lương 30 Triệu ++),Giáo dục,E1|E2t|E3t,"{""E1"": 1, ""E2t"": 1, ""E3t"": 1}",3.5,3.5,2.0,3.0,False,False,3.0,3.0,3.0,3.0
gd_L4b,9e1f7a76f127a5d54c8a28da3f8aadcf,L4b,Giáo dục,Quản Lý Trung Tâm Anh Ngữ/Center Leader/Center Manager/Giám Đốc Trung Tâm (Có Kinh Nghiệm Ngành Giáo Dục),Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 8, ""E2"": 2, ""E3"": 2, ""E2t"": 9, ""E3t"": 9}",7.5,7.75,8.0,8.0,True,True,2.0,2.0,2.0,1.0
gd_L4b,dce521390d3e06af94978332ba4636a1,L4b,Giáo dục,Sales Executive (Nữ) Tư Vấn Khoá Đào Tạo Kỹ Năng Quản Lý CNTT,Giáo dục,E2|E3|E2t|E3t,"{""E2"": 7, ""E3"": 7, ""E2t"": 2, ""E3t"": 2}",5.5,5.75,5.0,5.3333,True,True,2.0,1.0,2.0,1.0
gd_L4b,faeca562c0bbfd72c7c1e78679c698be,L4b,Giáo dục,Trưởng Phòng Đào Tạo,Giáo dục,E1|E2t|E3t,"{""E1"": 2, ""E2t"": 3, ""E3t"": 3}",7.5,7.5,7.0,7.3333,True,True,1.0,1.0,1.0,1.0
gd_L4b,50cdbdf44c6a4679afe42424cfa1aab7,L4b,Giáo dục,Trưởng Nhóm Học Liệu/Thiết Kế Bài Giảng Tiếng Anh Gia Sư Online ( Tiểu Học/THCS),Giáo dục,E2|E3|E2t,"{""E2"": 3, ""E3"": 6, ""E2t"": 8}",6.5,6.25,6.0,6.0,True,True,4.0,4.0,2.0,2.0
gd_L4b,f8efd4f2428268672be73753c4270382,L4b,Giáo dục,Nhân Viên Tư Vấn Khóa Học- Tiếng Trung Giao Tiếp,Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 3, ""E2"": 4, ""E3"": 3, ""E2t"": 5, ""E3t"": 5}",5.5,5.25,6.0,5.3333,True,True,2.0,2.0,5.0,5.0
gd_L4b,2889184fde9829b076527001be47d9de,L4b,Giáo dục,Nhân Viên Kinh Doanh B2B,Giáo dục,E2t|E3t,"{""E2t"": 6, ""E3t"": 4}",6.5,6.5,6.0,6.3333,True,True,1.0,1.0,3.0,3.0
gd_L4b,403c0fcc6385a30b7c71339d1791cc24,L4b,Giáo dục,Nhân Viên Hướng Nghiệp Và Đại Học,Giáo dục,E2|E3,"{""E2"": 6, ""E3"": 4}",6.0,6.25,6.0,5.6667,True,True,3.0,1.0,4.0,3.0
gd_L4b,befbe5886c64c532ebcb20cdc3bb472b,L4b,Giáo dục,Hiệu Trưởng/Hiệu Phó Trường Mầm Non,Giáo dục,E1|E2t|E3t,"{""E1"": 4, ""E2t"": 10, ""E3t"": 8}",7.5,7.25,8.0,7.3333,True,True,2.0,2.0,2.0,2.0
gd_L4b,743804969f5194d5a888ab3c47957513,L4b,Giáo dục,HEAD OF IELTS ACADEMIC (Trưởng Nhóm Học Thuật IELTS),Giáo dục,E2,"{""E2"": 5}",6.0,5.75,6.0,5.3333,True,True,3.0,2.0,4.0,3.0
gd_L4b,7a7ca4b9a9cee9ae27d0a2cbc84d06c8,L4b,Giáo dục,"Nhân Viên Telesales/Nhân Viên Kinh Doanh/Tư Vấn Khóa Học DATA NÓNG 100% (Lương Cứng 8 Triệu - 15 Triệu, Thu Nhập Upto 40 Triệu, Không Yêu Cầu Kinh Nghiệm, Không OT, Làm Giờ Hành Chính)",Giáo dục,E2|E3,"{""E2"": 8, ""E3"": 5}",5.0,5.25,5.0,4.6667,True,True,3.0,1.0,6.0,1.0
gd_L4b,c4fc56eb99063dd42772f6d50f803e5e,L4b,Giáo dục,Nhân Viên Kinh Doanh Không Yêu Cầu Kinh Nghiệm Thu Nhập Từ 30 - 50 Triệu,Giáo dục,E1,"{""E1"": 5}",7.0,6.75,7.0,6.6667,True,True,1.0,1.0,6.0,6.0
gd_L4b,a02f0157b7dbf83d1fbb1b30b374ec33,L4b,Giáo dục,Nhân Viên Tư Vấn Tuyển Sinh Du Học Hàn Quốc |Thu Nhập 30 - 50 Triệu,Giáo dục,E1,"{""E1"": 6}",7.0,7.0,7.0,6.6667,True,True,2.0,1.0,4.0,2.0
gd_L4b,370d7a3065590352c712f630620ff77f,L4b,Giáo dục,Giám Đốc Kinh Doanh,Giáo dục,E3t,"{""E3t"": 7}",8.0,8.0,8.0,8.0,True,True,0.0,0.0,1.0,1.0
gd_L4b,b55df244d55b2a7b6e1f01de7f251dfa,L4b,Giáo dục,Senior Sales Closer (Vietnamese & English-Speaking) — Fast Track To Team Lead,Giáo dục,E2t,"{""E2t"": 7}",5.5,5.25,6.0,5.6667,True,True,2.0,1.0,2.0,2.0
gd_L4b,d8513f4d81b4553be6d704e58e7e0bbc,L4b,Giáo dục,Chuyên Viên Phát Triển Chương Trình Đào Tạo,Giáo dục,E1|E2|E3,"{""E1"": 10, ""E2"": 10, ""E3"": 8}",7.5,7.25,7.0,7.0,True,True,2.0,2.0,6.0,5.0
gd_L4b,269107b44c629dff072b60722f589270,L4b,Giáo dục,Chuyên Viên Tuyển Dụng Và Đào Tạo - Talent Acquisition,Giáo dục,E2,"{""E2"": 9}",7.5,7.25,7.0,7.0,True,True,2.0,2.0,4.0,2.0
gd_L4b,a9bc3e1697e72806404571a154578fce,L4b,Giáo dục,Chuyên Viên Tư Vấn Giáo Dục – Thu Nhập Up To 30tr | Không Cần Kinh Nghiệm | Data Có Sẵn,Giáo dục,E1,"{""E1"": 9}",6.5,6.25,6.0,6.0,True,True,2.0,2.0,7.0,7.0
gd_L4b,f4ba3fd1982705e747650b9cdc4354b6,L4b,Giáo dục,Product Trainer - Chuyên Viên Đào Tạo Sản Phẩm An Ninh Mạng/Công Nghệ Thông Tin,Giáo dục,E3,"{""E3"": 9}",5.0,4.5,5.0,4.3333,True,True,4.0,4.0,2.0,1.0
gd_L4b,de752eac062317ff758a5137be7ac742,L4b,Giáo dục,Tư Vấn Tuyển Sinh Online / Telesales / Sale Giáo Dục ( Quận 2),Giáo dục,E3t,"{""E3t"": 10}",5.5,5.75,5.0,5.3333,True,True,2.0,1.0,6.0,1.0
gd_L4b,f224329725039dacca80697c36a5b0fe,L4b,Giáo dục,AI Machine Learning Lead,Giáo dục,E3,"{""E3"": 10}",2.0,1.75,2.0,1.6667,False,False,1.0,1.0,4.0,1.0
gd_P,8fde593eb96f322bd444a2af0574f40c,P,Giáo dục,Kỹ Sư Phát Triển Phần Mềm (Java Developer) - VTS,IT,E1|E2|E3|E2t|E3t,"{""E1"": 7, ""E2"": 1, ""E3"": 1, ""E2t"": 3, ""E3t"": 3}",6.0,5.75,6.0,5.6667,True,True,1.0,1.0,1.0,1.0
gd_P,fadbf9fddd686b0aba832143a92a3355,P,Giáo dục,Nhân Viên Chăm Sóc Khách Hàng,Chăm sóc khách hàng,E1|E2|E3|E2t|E3t,"{""E1"": 1, ""E2"": 6, ""E3"": 5, ""E2t"": 1, ""E3t"": 1}",4.0,4.0,2.0,3.3333,False,False,4.0,4.0,5.0,5.0
gd_P,0b76d06d6b3e327518030a7f1303aa56,P,Giáo dục,Giảng Viên Lập Trình IT,Giáo dục,E2|E3|E2t|E3t,"{""E2"": 3, ""E3"": 2, ""E2t"": 7, ""E3t"": 10}",7.0,7.0,7.0,7.0,True,True,2.0,2.0,3.0,3.0
gd_P,29d48d4363bf19fc33148f8f86ccdb31,P,Giáo dục,Software Engineer (Golang/Python/Java...),IT,E1|E2|E3|E2t|E3t,"{""E1"": 2, ""E2"": 2, ""E3"": 3, ""E2t"": 4, ""E3t"": 4}",6.5,6.75,6.0,6.6667,True,True,2.0,2.0,2.0,2.0
gd_P,b838f240ce7695573dbee4b4a0f6d2b2,P,Giáo dục,Java Developer (Senior) - Phần Mềm,IT,E2|E3|E2t|E3t,"{""E2"": 7, ""E3"": 6, ""E2t"": 2, ""E3t"": 2}",4.5,4.5,4.0,4.3333,False,False,3.0,3.0,2.0,2.0
gd_P,a9ff50156c5c68869371e1ede3adf900,P,Giáo dục,Chuyên Viên Vật Lý (Lương 30 Triệu ++),Giáo dục,E1|E2|E3|E2t|E3t,"{""E1"": 3, ""E2"": 8, ""E3"": 7, ""E2t"": 5, ""E3t"": 5}",2.0,2.5,2.0,2.6667,False,False,2.0,2.0,2.0,0.0
gd_P,34265abc78e946c86b0fca885ec8eaf0,P,Giáo dục,Giáo Viên Tiếng Anh (Toeic - Giao Tiếp) - Full Time / Part Time,Giáo dục,E2,"{""E2"": 4}",3.0,3.25,3.0,3.3333,False,False,3.0,3.0,3.0,3.0
gd_P,7222c009019dbf5438a77e38fdcb9770,P,Giáo dục,Nhân Viên Kinh Doanh/ Nhân Viên Tư Vấn Tuyển Sinh/ Tư Vấn Khóa Học IELTS (Không Yêu Cầu Kinh Nghiệm Giáo Dục) - Lương 12 - 25 Triệu/Tháng,Nhân viên kinh doanh,E1|E2|E3|E2t|E3t,"{""E1"": 4, ""E2"": 10, ""E3"": 9, ""E2t"": 8, ""E3t"": 7}",4.0,4.0,3.0,3.6667,False,False,2.0,2.0,6.0,6.0
gd_P,a7ecf8ebd26e1a98be1146cf6b9a8b57,P,Giáo dục,Senior Front-End Engineer (ReactJS/ Angular),IT,E3,"{""E3"": 4}",4.0,4.0,4.0,3.6667,False,False,2.0,1.0,0.0,0.0
gd_P,124f4256f0d6a862038089b366463a3e,P,Giáo dục,"Nhân Viên Chăm Sóc Khách Hàng Hỗ Trợ Dịch Vụ (Ca Đêm) / Customer Service - Tiếng Anh Tốt, Thu Nhập Hấp Dẫn",Chăm sóc khách hàng,E1|E2t|E3t,"{""E1"": 5, ""E2t"": 9, ""E3t"": 9}",5.0,4.75,6.0,5.0,True,True,3.0,3.0,3.0,3.0
gd_P,f8efd4f2428268672be73753c4270382,P,Giáo dục,Nhân Viên Tư Vấn Khóa Học- Tiếng Trung Giao Tiếp,Giáo dục,E2,"{""E2"": 5}",3.5,3.5,3.0,3.3333,False,False,3.0,3.0,5.0,3.0
gd_P,6ab62df42ffa0205400bb950ba3b7ab6,P,Giáo dục,"Lập Trình Viên Java (Product Domain Bank, Fintech)",Ngân hàng,E3|E3t,"{""E3"": 8, ""E3t"": 6}",5.0,5.0,5.0,5.0,True,True,2.0,2.0,0.0,0.0
gd_P,e2a95ee4eb1f005599ac4cbb23651694,P,Giáo dục,Nhân Viên Chăm Sóc Khách Hàng Kiêm Lễ Tân,Chăm sóc khách hàng,E1,"{""E1"": 6}",3.5,3.5,3.0,3.3333,False,False,3.0,3.0,4.0,4.0
gd_P,f16690d387dede7dad20743492e4eccf,P,Giáo dục,Developer,IT,E2|E2t,"{""E2"": 9, ""E2t"": 6}",6.5,6.25,7.0,6.3333,True,True,2.0,2.0,1.0,0.0
gd_P,720794ec272ac8e46040a471a59a7ec2,P,Giáo dục,Nhân Viên Lễ Tân (Giao Tiếp Tiếng Anh) - Thu Nhập Hấp Dẫn - Làm Việc Tại Phường Bình Chiểu Hồ Chí Minh,Hành chính nhân sự,E1,"{""E1"": 8}",3.0,3.0,3.0,3.0,False,False,2.0,2.0,1.0,1.0
gd_P,7c9fb473473e08e1bf2da55f5e932433,P,Giáo dục,Backend Developer - Java - Dự Án Bank - 5 Năm Kinh Nghiệm,Ngân hàng,E3|E3t,"{""E3"": 10, ""E3t"": 8}",4.0,3.5,4.0,3.3333,False,False,2.0,2.0,1.0,1.0
